,Annotations
group01200,"['None Provided']; ['Gluconolactonase (EC 3.1.1.17)', 'Gluconolactonase (EC 3.1.1.17)']; ['Gluconolactonase (EC 3.1.1.17)']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01201,"['None Provided']; ['putative ABC transporter integral membrane subunit']; ['ABC-2 type transporter']; ['FIG00512278: hypothetical protein']; ['None Provided', 'None Provided']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01202,"['Formiminoglutamase (EC 3.5.3.8)', 'Formiminoglutamase (EC 3.5.3.8)']; ['Formiminoglutamase (EC 3.5.3.8)']"
group01203,"['predicted protein', 'predicted protein']; ['predicted protein']"
group01204,"['None Provided']; ['capsular polysaccharide biosynthesis protein']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01205,"['None Provided']; ['Maltose/maltodextrin ABC transporter, permease protein MalG']; ['N-Acetyl-D-glucosamine ABC transport system, permease protein 2']; ['None Provided', 'N-Acetyl-D-glucosamine ABC transport system, permease protein 2']; ['None Provided', 'None Provided']; ['ABC transporter, permease protein']; ['hypothetical protein']"
group01206,"['None Provided']; ['None Provided', 'None Provided']; ['transcriptional regulator, TetR family']"
group01207,"['Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)', 'Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)']; ['Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)']"
group01208,"['Xylose ABC transporter, permease protein XylH', 'Xylose ABC transporter, permease protein XylH']; ['Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)']; ['Xylose ABC transporter, permease protein XylH']"
group01209,"['Xylose isomerase (EC 5.3.1.5)', 'Xylose isomerase (EC 5.3.1.5)']; ['Xylose isomerase (EC 5.3.1.5)']"
group01210,"['None Provided']; ['Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175']; ['Probable ABC transporter permease protein PH1215']; ['N-Acetyl-D-glucosamine ABC transport system, permease protein 1']; ['N-Acetyl-D-glucosamine ABC transport system, permease protein 1', 'hypothetical protein']; ['hypothetical protein']"
group01211,['None Provided']; ['Ornithine carbamoyltransferase (EC 2.1.3.3)']; ['hypothetical protein']
group01212,['None Provided']; ['hypothetical protein']
group01213,"['None Provided']; ['None Provided', 'None Provided']; ['hypothetical protein']"
group01214,['Imidazolonepropionase (EC 3.5.2.7)']
group01215,['None Provided']; ['CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)']; ['hypothetical protein']
group01216,['NADPH-dependent F420 reductase']
group01217,['Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)']
group01218,['Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)']
group01219,['Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)']; ['hypothetical protein']
group01220,"['None Provided']; ['proposed amino acid ligase found clustered with an amidotransferase']; ['hypothetical protein', 'hypothetical protein']; ['hypothetical protein']"
group01221,"['ATPase component NikO of energizing module of nickel ECF transporter']; ['ATPase component NikO of energizing module of nickel ECF transporter', 'ATPase component NikO of energizing module of nickel ECF transporter']"
group01222,"['Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)']; ['Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)', 'Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)']"
group01223,"['None Provided']; ['None Provided', 'hypothetical protein']; ['hypothetical protein']"
group01224,['None Provided']
group01225,"['None Provided']; ['Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)']"
group01226,"['None Provided']; ['None Provided', 'None Provided']; ['protein of unknown function DUF305']"
group01227,['None Provided']; ['hypothetical protein']
group01228,"['Aldehyde dehydrogenase (EC 1.2.1.3), PaaZ']; ['Putative transcriptional regulator']"
group01229,"['Zinc ABC transporter, periplasmic-binding protein ZnuA', 'Zinc ABC transporter, periplasmic-binding protein ZnuA']"
group01230,"['None Provided']; ['hypothetical protein', 'hypothetical protein']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01231,"['None Provided']; ['Potassium channel protein']; ['None Provided', 'None Provided']; ['hypothetical protein']"
group01232,"['Transcriptional regulator, MarR family', 'Transcriptional regulator, MarR family']; ['Transcriptional regulator, MarR family']"
group01233,"['6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)']"
group01234,['putative integral membrane transport protein']
group01235,"['Ferric iron ABC transporter, iron-binding protein']"
group01236,['None Provided']; ['Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)']
group01237,"['None Provided']; ['Amino acid ABC transporter permease protein', 'ABC-type amino acid transport system, permease component']; ['amino acid ABC transporter, permease protein (glnP)']"
group01238,['None Provided']
group01239,['hypothetical protein']
group01240,['None Provided']; ['hypothetical protein']
group01241,"['None Provided']; [""Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)""]"
group01242,['None Provided']
group01243,['Mec+']
group01244,['ABC-2 type transporter']
group01245,"['Dihydroxy-acid dehydratase (EC 4.2.1.9)']; ['L-arabonate dehydratase (EC 4.2.1.25)', 'L-arabonate dehydratase (EC 4.2.1.25)']; ['L-arabonate dehydratase (EC 4.2.1.25)', 'Dihydroxy-acid dehydratase (EC 4.2.1.9)']; ['L-arabonate dehydratase (EC 4.2.1.25)']"
group01246,"['Uncharacterized ABC1 family protein SCO5192']; ['Uncharacterized ABC1 family protein SCO5192', 'Uncharacterized ABC1 family protein SCO5192']"
group01247,"['None Provided']; ['None Provided', 'None Provided']"
group01248,"['Aminodeoxychorismate lyase (EC 4.1.3.38)']; ['None Provided']; ['None Provided', 'None Provided']; ['hypothetical protein']"
group01249,"['Sulfate permease', 'Sulfate permease', 'Sulfate permease', 'Sulfate permease']; ['Sulfate permease']"
group01250,['probable sulfite oxidase']
group01251,"['None Provided']; ['None Provided', 'None Provided']"
group01252,"['None Provided']; ['hypothetical protein', 'None Provided', 'None Provided']; ['Arginine decarboxylase (EC 4.1.1.19)']; ['hypothetical protein']"
group01253,"['Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)']; ['Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)', 'Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)', 'Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)', 'Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)']"
group01254,"['Mlr1763 protein']; ['Mlr1763 protein', 'Mlr1763 protein']; ['hypothetical protein']"
group01255,['Aldo-keto reductase']
group01256,"['None Provided']; ['None Provided', 'None Provided']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01257,['UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)']
group01258,"['None Provided']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01259,['None Provided']
group01260,['putative oxidoreductase']; ['None Provided']; ['Oxidoreductase']; ['hypothetical protein']
group01261,['HoxN/HupN/NixA family nickel/cobalt transporter']
group01262,['None Provided']; ['hypothetical protein']; ['Histone acetyltransferase HPA2 and related acetyltransferases']
group01263,['None Provided']; ['hypothetical protein']
group01264,['Thioredoxin']
group01265,"['dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)']"
group01266,"['Ferredoxin reductase', 'Ferredoxin reductase']"
group01267,['None Provided']
group01268,['None Provided']
group01269,['Fructose-bisphosphate aldolase class I (EC 4.1.2.13)']
group01270,['4-hydroxybutyrate coenzyme A transferase']
group01271,"['None Provided']; ['hypothetical protein', 'None Provided']"
group01272,['Glycerate kinase (EC 2.7.1.31)']
group01273,['putative periplasmic protein kinase ArgK and related GTPases of G3E family']
group01274,"['Putative cytoplasmic protein', 'Putative cytoplasmic protein']; ['Putative cytoplasmic protein']"
group01275,"['None Provided']; ['hypothetical protein', 'None Provided', 'None Provided']"
group01276,"['Permeases of the major facilitator superfamily', 'None Provided', 'hypothetical protein']; ['None Provided']; ['hypothetical protein']; ['Phosphoesterase, DHH family protein']"
group01277,"['Substrate-specific component NikM of nickel ECF transporter']; ['Substrate-specific component NikM of nickel ECF transporter', 'Substrate-specific component NikM of nickel ECF transporter']"
group01278,"['Transmembrane component NikQ of energizing module of nickel ECF transporter']; ['Transmembrane component NikQ of energizing module of nickel ECF transporter', 'Transmembrane component NikQ of energizing module of nickel ECF transporter']"
group01279,"['None Provided']; ['POSSIBLE TRANSMEMBRANE PROTEIN', 'hypothetical protein']; ['hypothetical protein']; ['POSSIBLE TRANSMEMBRANE PROTEIN', 'POSSIBLE TRANSMEMBRANE PROTEIN', 'POSSIBLE TRANSMEMBRANE PROTEIN', 'POSSIBLE TRANSMEMBRANE PROTEIN']"
group01280,['Glycerol kinase (EC 2.7.1.30)']
group01281,"['None Provided', 'None Provided']; ['None Provided']; ['Thiamin ABC transporter, transmembrane component']; ['Thiamin ABC transporter, transmembrane component', 'hypothetical protein']; ['hypothetical protein']"
group01282,"['None Provided']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01283,"['None Provided']; ['None Provided', 'None Provided']; ['hypothetical protein']"
group01284,"['None Provided']; ['None Provided', 'None Provided']; ['hypothetical protein']; ['Nitroreductase family protein']"
group01285,"['short-chain dehydrogenase/reductase SDR']; ['3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)', '3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)']; ['3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)']"
group01286,"['None Provided', 'None Provided']; ['putative acetyltransferase']; ['N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)']; ['N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)', 'N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)']"
group01287,"['Oxidoreductase, NAD(P)-dependent, weak similarity to Myo-inositol 2-dehydrogenase']; ['Oxidoreductase, NAD(P)-dependent, weak similarity to Myo-inositol 2-dehydrogenase', 'Oxidoreductase, NAD(P)-dependent, weak similarity to Myo-inositol 2-dehydrogenase']"
group01288,['Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)']
group01289,['None Provided']; ['hypothetical protein']
group01290,['None Provided']
group01291,['Choline dehydrogenase (EC 1.1.99.1)']
group01292,"['None Provided']; ['None Provided', 'None Provided']; ['Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)']; ['hypothetical protein']"
group01293,['None Provided']; ['Predicted hydrolase of the alpha/beta superfamily']
group01294,"['Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)']; ['hypothetical protein']"
group01295,['putative oxidoreductase']; ['short-chain dehydrogenase/reductase SDR']; ['3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)']; ['2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)']
group01296,['None Provided']
group01297,['None Provided']; ['hypothetical protein']
group01298,"['Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative']"
group01299,"['None Provided']; ['Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE', 'hypothetical protein']; ['Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE']; ['Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE', 'None Provided']"
group01300,"['None Provided']; ['None Provided', 'None Provided']; ['hypothetical protein']"
group01301,"['None Provided']; ['Additional substrate-specific component NikN of nickel ECF transporter', 'Additional substrate-specific component NikN of nickel ECF transporter']; ['Additional substrate-specific component NikN of nickel ECF transporter']; ['Substrate-specific component NikM of nickel ECF transporter / Additional substrate-specific component NikN of nickel ECF transporter']"
group01302,"['None Provided']; ['None Provided', 'None Provided']"
group01303,"['None Provided']; ['Myo-inositol 2-dehydrogenase (EC 1.1.1.18)']; ['Myo-inositol 2-dehydrogenase (EC 1.1.1.18)', 'Myo-inositol 2-dehydrogenase (EC 1.1.1.18)']; ['hypothetical protein']"
group01304,"['None Provided']; ['hypothetical protein', 'hypothetical protein', 'hypothetical protein', 'hypothetical protein']; ['hypothetical protein']"
group01305,"['Mannose-6-phosphate isomerase (EC 5.3.1.8)']; ['Mannose-6-phosphate isomerase (EC 5.3.1.8)', 'Mannose-6-phosphate isomerase (EC 5.3.1.8)']"
group01306,['hypothetical protein']
group01307,['probable peptidoglycan binding protein']; ['hypothetical protein']
group01308,"['None Provided']; ['Galactonate dehydratase (EC 4.2.1.6)']; ['mandelate racemase/muconate lactonizing enzyme family protein']; ['Muconolactone isomerase (EC 5.3.3.4),putative']; ['Gluconate dehydratase (EC 4.2.1.39)']"
group01309,"['None Provided']; ['ABC transporter permease protein']; ['hypothetical protein', 'hypothetical protein']; ['hypothetical protein']; ['None Provided', 'ABC transporter permease protein']"
group01310,['None Provided']; ['hypothetical protein']
group01311,"['None Provided']; ['None Provided', 'None Provided', 'None Provided']; ['hypothetical protein']; ['hypothetical protein', 'None Provided']"
group01312,"['None Provided']; ['hypothetical protein', 'hypothetical protein']; ['hypothetical protein']"
group01313,"['None Provided']; ['PROBABLE INTEGRAL MEMBRANE PROTEIN', 'None Provided', 'None Provided', 'None Provided']; ['PROBABLE INTEGRAL MEMBRANE PROTEIN']"
group01314,"['Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)']; ['Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)', 'Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)']"
group01315,"['Magnesium and cobalt transport protein CorA', 'Magnesium and cobalt transport protein CorA', 'Magnesium and cobalt transport protein CorA', 'Magnesium and cobalt transport protein CorA']; ['Magnesium and cobalt transport protein CorA']"
group01316,"['Neopullulanase (EC 3.2.1.135) / Maltodextrin glucosidase (EC 3.2.1.20)']; ['Neopullulanase (EC 3.2.1.135) / Maltodextrin glucosidase (EC 3.2.1.20)', 'hypothetical protein']; ['Neopullulanase (EC 3.2.1.135) / Maltodextrin glucosidase (EC 3.2.1.20)', 'Neopullulanase (EC 3.2.1.135) / Maltodextrin glucosidase (EC 3.2.1.20)']; ['Maltodextrin glucosidase (EC 3.2.1.20)', 'hypothetical protein']; ['Maltodextrin glucosidase (EC 3.2.1.20)']"
group01317,['None Provided']; ['oxidoreductase domain-containing protein']; ['oxidoreductase']; ['GLUCOSE-FRUCTOSE OXIDOREDUCTASE (EC 1.1.99.28)']; ['Myo-inositol 2-dehydrogenase (EC 1.1.1.18)']
group01318,['Creatinine amidohydrolase (EC 3.5.2.10)']; ['None Provided']
group01319,"['None Provided']; ['ABC alpha-glucoside transporter, inner membrane subunit AglF']; ['hypothetical protein']"
group01320,"['None Provided']; ['Maltose/maltodextrin ABC transporter, permease protein MalG']"
group01321,['Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter']
group01322,['None Provided']
group01323,['None Provided']
group01324,['glycosyl transferase group 1']; ['hypothetical protein']; ['Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster']
group01325,"['None Provided']; ['hypothetical protein']; ['Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)']"
group01326,"['None Provided']; ['2-keto-3-deoxy-L-fuconate dehydrogenase', '2-keto-3-deoxy-L-fuconate dehydrogenase']; ['3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)']; ['2-keto-3-deoxy-L-fuconate dehydrogenase']"
