,Annotation,Total,Confidence
group02676,hypothetical protein,2,1.0
group02677,3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6); Glutaconate CoA-transferase subunit A (EC 2.8.3.12),2,1.0
group02678,hypothetical protein,1,1.0
group02679,DNA ligase (EC 6.5.1.2),2,1.0
group02680,Enoyl-acyl-carrier-protein reductase NADH (EC 1.3.1.9),1,1.0
group02681,None Provided,2,0.5
group02682,Beta-carotene ketolase,2,0.5
group02683,Leucyl-tRNA synthetase (EC 6.1.1.4),1,1.0
group02684,T1SS secreted agglutinin RTX,2,0.5
group02685,putative type IIS restriction/modification enzyme,1,1.0
group02686,DNA modification methylase (EC 2.1.1.72),2,1.0
group02687,None Provided,2,1.0
group02688,None Provided,2,1.0
group02689,None Provided,2,1.0
group02690,Fumarylacetoacetase (EC 3.7.1.2),1,1.0
group02691,None Provided,2,1.0
group02692,None Provided,2,1.0
group02693,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10),1,1.0
group02694,None Provided,2,1.0
group02695,hypothetical protein,2,1.0
group02696,tRNA-i(6)A37 methylthiotransferase,1,1.0
group02697,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),1,1.0
group02698,hypothetical protein,2,1.0
group02699,None Provided,2,1.0
group02700,Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5),1,1.0
group02701,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),1,1.0
group02702,None Provided,1,1.0
group02703,L-lactate dehydrogenase (EC 1.1.2.3),1,1.0
group02704,hypothetical protein,2,1.0
group02705,Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1),2,1.0
group02706,"N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein",2,1.0
group02707,None Provided,2,1.0
group02708,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267),1,1.0
group02709,None Provided,2,1.0
group02710,None Provided,2,0.5
group02711,None Provided,2,1.0
group02712,None Provided,2,1.0
group02713,hypothetical protein,2,1.0
group02714,putative integral membrane protein,2,0.5
group02715,None Provided,2,1.0
group02716,None Provided,2,1.0
group02717,None Provided,2,1.0
group02718,None Provided,2,1.0
group02719,None Provided,2,1.0
group02720,None Provided,2,1.0
group02721,Betaine aldehyde dehydrogenase (EC 1.2.1.8),2,1.0
group02722,hypothetical cytosolic protein,2,1.0
group02723,lipase/acylhydrolase family protein,2,1.0
group02724,None Provided,2,0.5
group02725,None Provided,2,1.0
group02726,None Provided,2,1.0
group02727,hypothetical protein,2,1.0
group02728,hypothetical protein,2,1.0
group02729,None Provided,2,1.0
group02730,None Provided,2,1.0
group02731,hypothetical protein,2,1.0
group02732,None Provided,2,1.0
group02733,None Provided,2,1.0
group02734,None Provided,2,0.5
group02735,None Provided,2,1.0
group02736,None Provided,2,1.0
group02737,None Provided,2,1.0
group02738,None Provided,2,1.0
group02739,None Provided,2,1.0
group02740,2-isopropylmalate synthase (EC 2.3.3.13),2,1.0
group02741,None Provided,2,1.0
group02742,FIG00945442: hypothetical protein,2,1.0
group02743,Helicase PriA essential for oriC/DnaA-independent DNA replication,2,0.5
group02744,None Provided,2,1.0
group02745,None Provided,2,1.0
group02746,Chromosomal replication initiator protein DnaA,1,1.0
group02747,Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70),1,1.0
group02748,None Provided,1,1.0
group02749,None Provided,2,1.0
group02750,None Provided,2,0.5
group02751,None Provided,2,1.0
group02752,Nucleoside-diphosphate-sugar epimerases,1,1.0
group02753,None Provided,2,0.5
group02754,FIG00765460: hypothetical protein,1,1.0
group02755,3-dehydroquinate synthase (EC 4.2.3.4),2,1.0
group02756,hypothetical protein,2,1.0
group02757,None Provided,2,0.5
group02758,Translation initiation factor 2,2,1.0
group02759,hypothetical protein,2,1.0
group02760,None Provided,2,0.5
group02761,Excinuclease ABC subunit C,1,1.0
group02762,None Provided,2,0.5
group02763,None Provided,1,1.0
group02764,None Provided,1,1.0
group02765,None Provided,1,1.0
group02766,Alkyl hydroperoxide reductase subunit C-like protein,2,1.0
group02767,None Provided,2,1.0
group02768,None Provided,2,1.0
group02769,None Provided,2,1.0
group02770,None Provided,2,1.0
group02771,None Provided,2,1.0
group02772,None Provided,2,0.5
group02773,None Provided,2,0.5
group02774,None Provided,2,1.0
group02775,Opine oxidase subunit A,2,1.0
group02776,putative type II restriction endonuclease,1,1.0
group02777,Acetyl-coenzyme A synthetase (EC 6.2.1.1),1,1.0
group02778,None Provided,2,1.0
group02779,hypothetical protein,2,1.0
group02780,None Provided,1,1.0
group02781,Beta-lactamase class C and other penicillin binding proteins,1,1.0
group02782,hypothetical protein,2,1.0
group02783,None Provided,2,0.5
group02784,None Provided,2,0.5
group02785,INTEGRAL MEMBRANE PROTEIN (Rhomboid family),1,1.0
group02786,None Provided,2,1.0
group02787,None Provided,2,0.5
group02788,None Provided,2,0.5
group02789,None Provided,2,1.0
group02790,hypothetical protein,1,1.0
group02791,None Provided,1,1.0
group02792,None Provided,1,1.0
group02793,hypothetical protein,2,1.0
group02794,None Provided,2,0.5
group02795,Cytosol aminopeptidase PepA (EC 3.4.11.1),2,1.0
group02796,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5),2,1.0
group02797,Threonyl-tRNA synthetase (EC 6.1.1.3),2,1.0
group02798,None Provided,2,1.0
group02799,None Provided,2,1.0
group02800,hypothetical protein,2,1.0
group02801,hypothetical protein,1,1.0
group02802,None Provided,2,1.0
group02803,None Provided,2,1.0
group02804,None Provided,2,0.5
group02805,None Provided,2,1.0
group02806,None Provided,1,1.0
group02807,None Provided,2,1.0
group02808,None Provided,1,1.0
group02809,None Provided,1,1.0
group02810,None Provided,2,0.5
group02811,"RidA/YER057c/UK114 superfamily, group 1",2,1.0
group02812,Dihydroneopterin aldolase (EC 4.1.2.25),1,1.0
group02813,None Provided,1,1.0
group02814,None Provided,2,1.0
group02815,hypothetical protein,2,1.0
group02816,Iron-sulfur cluster assembly protein SufB,1,1.0
group02817,hypothetical protein,2,1.0
group02818,None Provided,1,1.0
group02819,hypothetical protein,1,1.0
group02820,None Provided,1,1.0
group02821,None Provided,1,1.0
group02822,None Provided,1,1.0
group02823,hypothetical protein,1,1.0
group02824,None Provided,2,0.5
group02825,None Provided,1,1.0
group02826,None Provided,1,1.0
group02827,hypothetical protein,1,1.0
group02828,None Provided,1,1.0
group02829,None Provided,2,1.0
group02830,None Provided,2,0.5
group02831,hypothetical protein,2,1.0
group02832,None Provided,2,1.0
group02833,None Provided,2,0.5
group02834,None Provided,2,1.0
group02835,hypothetical protein,1,1.0
group02836,hypothetical protein,2,1.0
group02837,None Provided,1,1.0
group02838,None Provided,2,1.0
group02839,None Provided,2,0.5
group02840,hypothetical protein,2,1.0
group02841,None Provided,2,0.5
group02842,None Provided,1,1.0
group02843,hypothetical protein,1,1.0
group02844,None Provided,2,0.5
group02845,None Provided,2,0.5
group02846,hypothetical protein,2,1.0
group02847,None Provided,2,1.0
group02848,Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24),2,1.0
group02849,None Provided,2,1.0
group02850,None Provided,2,1.0
group02851,None Provided,2,0.5
group02852,None Provided,2,1.0
group02853,None Provided,2,1.0
group02854,Polygalacturonase (EC 3.2.1.15),2,0.5
group02855,Lipid A export ATP-binding/permease protein MsbA,2,1.0
group02856,None Provided,2,0.5
group02857,None Provided,2,1.0
group02858,None Provided,1,1.0
group02859,DNA gyrase subunit B (EC 5.99.1.3),1,1.0
group02860,Methionyl-tRNA synthetase (EC 6.1.1.10),1,1.0
group02861,Argininosuccinate synthase (EC 6.3.4.5),1,1.0
group02862,Acetolactate synthase large subunit (EC 2.2.1.6),1,1.0
group02863,None Provided,1,1.0
group02864,None Provided,1,1.0
group02865,FIG00814951: hypothetical protein,2,0.5
group02866,hypothetical protein,1,1.0
group02867,None Provided,2,0.5
group02868,Glutamine synthetase type I (EC 6.3.1.2),2,1.0
group02869,Na+/H+ antiporter NhaA type,1,1.0
group02870,Heat shock protein 60 family chaperone GroEL,1,1.0
group02871,2-methylcitrate dehydratase (EC 4.2.1.79),2,1.0
group02872,hypothetical protein,1,1.0
group02873,hypothetical protein,1,1.0
group02874,None Provided,1,1.0
group02875,None Provided,1,1.0
group02876,None Provided,1,1.0
group02877,Fe-S oxidoreductase,1,1.0
group02878,hypothetical protein,2,1.0
group02879,hypothetical protein,2,1.0
group02880,None Provided,2,1.0
group02881,Isoleucyl-tRNA synthetase (EC 6.1.1.5),2,1.0
group02882,None Provided,2,1.0
group02883,None Provided,2,0.5
group02884,Heat shock protein 60 family chaperone GroEL,2,1.0
group02885,None Provided,2,1.0
group02886,None Provided,2,1.0
group02887,None Provided,2,0.5
group02888,hypothetical protein,2,1.0
group02889,None Provided,2,0.5
group02890,None Provided,2,1.0
group02891,Triosephosphate isomerase (EC 5.3.1.1),2,1.0
group02892,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),1,1.0
group02893,None Provided,2,0.5
group02894,None Provided,2,1.0
group02895,None Provided,2,1.0
group02896,None Provided,2,1.0
group02897,None Provided,1,1.0
group02898,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),1,1.0
group02899,None Provided,2,1.0
group02900,hypothetical protein,2,1.0
group02901,None Provided,2,1.0
group02902,None Provided,2,1.0
group02903,hypothetical protein,1,1.0
group02904,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),2,0.5
group02905,None Provided,2,1.0
group02906,N-acylglucosamine 2-epimerase (EC 5.1.3.8),2,1.0
group02907,None Provided,2,1.0
group02908,Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),1,1.0
group02909,4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27),1,1.0
group02910,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),1,1.0
group02911,None Provided,2,1.0
group02912,Chorismate synthase (EC 4.2.3.5),1,1.0
group02913,None Provided,2,0.5
group02914,None Provided,2,1.0
group02915,None Provided,2,0.5
group02916,hypothetical protein,1,1.0
group02917,redox-active disulfide protein 2,1,1.0
group02918,"Type III restriction enzyme, res subunit:DEAD/DEAH box helicase, N-terminal",1,1.0
group02919,hypothetical protein,1,1.0
group02920,NAD-dependent epimerase/dehydratase family protein,1,1.0
group02921,hypothetical protein,2,1.0
group02922,hypothetical protein,2,1.0
group02923,None Provided,2,0.5
group02924,None Provided,2,0.5
group02925,None Provided,2,0.5
group02926,UDP-glucose dehydrogenase (EC 1.1.1.22),2,1.0
group02927,None Provided,2,0.5
group02928,None Provided,2,1.0
group02929,None Provided,2,0.5
group02930,None Provided,2,1.0
group02931,None Provided,1,1.0
group02932,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),2,1.0
group02933,None Provided,1,1.0
group02934,"Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol",1,1.0
group02935,None Provided,1,1.0
group02936,None Provided,1,1.0
group02937,None Provided,1,1.0
group02938,"ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components",2,0.5
group02939,None Provided,1,1.0
group02940,None Provided,1,1.0
group02941,None Provided,1,1.0
group02942,None Provided,1,1.0
group02943,hypothetical protein,2,1.0
group02944,None Provided,2,1.0
group02945,hypothetical protein,1,1.0
group02946,hypothetical protein,1,1.0
group02947,None Provided,1,1.0
group02948,None Provided,1,1.0
group02949,None Provided,1,1.0
group02950,hypothetical protein,1,1.0
group02951,Exonuclease SbcC,2,1.0
group02952,FIG00832862: hypothetical protein,1,1.0
group02953,hypothetical protein,2,1.0
group02954,None Provided,2,1.0
group02955,None Provided,2,0.5
group02956,None Provided,1,1.0
group02957,None Provided,1,1.0
group02958,None Provided,2,1.0
group02959,hypothetical protein,2,1.0
group02960,None Provided,2,0.5
group02961,None Provided,2,1.0
group02962,Peptidyl-tRNA hydrolase (EC 3.1.1.29),1,1.0
group02963,FIG00792682: hypothetical protein,2,1.0
group02964,None Provided,2,0.5
group02965,None Provided,2,1.0
group02966,None Provided,2,1.0
group02967,None Provided,2,1.0
group02968,hypothetical protein,2,1.0
group02969,Indolepyruvate oxidoreductase subunit IorB II (EC 1.2.7.8),2,1.0
group02970,None Provided,2,0.5
group02971,None Provided,2,1.0
group02972,None Provided,2,1.0
group02973,Cysteinyl-tRNA synthetase (EC 6.1.1.16),2,1.0
group02974,hypothetical protein,2,1.0
group02975,possible chromosome condensation protein,1,1.0
group02976,None Provided,2,1.0
group02977,None Provided,1,1.0
group02978,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),1,1.0
group02979,None Provided,1,1.0
group02980,None Provided,1,1.0
group02981,None Provided,2,1.0
group02982,None Provided,2,0.5
group02983,FIG01121409: hypothetical protein,2,0.5
group02984,None Provided,1,1.0
group02985,None Provided,2,1.0
group02986,None Provided,2,1.0
group02987,None Provided,1,1.0
group02988,hypothetical protein,1,1.0
group02989,FIG01135854: hypothetical protein,1,1.0
group02990,Acetyltransferase (EC 2.3.1.-),1,1.0
group02991,NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3),1,1.0
group02992,None Provided,1,1.0
group02993,None Provided,1,1.0
group02994,None Provided,1,1.0
group02995,hypothetical protein,1,1.0
group02996,None Provided,1,1.0
group02997,None Provided,1,1.0
group02998,None Provided,1,1.0
group02999,Mobilization protein MobA @ Conjugal transfer protein TraA,1,1.0
group03000,conjugative transfer protein,1,1.0
group03001,hypothetical protein,1,1.0
group03002,None Provided,1,1.0
group03003,hypothetical protein,1,1.0
group03004,Enoyl-CoA hydratase (EC 4.2.1.17),1,1.0
group03005,None Provided,1,1.0
group03006,None Provided,1,1.0
group03007,None Provided,1,1.0
group03008,None Provided,1,1.0
group03009,hypothetical protein,1,1.0
group03010,None Provided,1,1.0
group03011,None Provided,1,1.0
group03012,None Provided,1,1.0
group03013,None Provided,1,1.0
group03014,None Provided,1,1.0
group03015,None Provided,1,1.0
group03016,None Provided,1,1.0
group03017,hypothetical protein,1,1.0
group03018,Endonuclease IV (EC 3.1.21.2),1,1.0
group03019,hypothetical protein,1,1.0
group03020,None Provided,1,1.0
group03021,None Provided,1,1.0
group03022,hypothetical protein,1,1.0
group03023,None Provided,1,1.0
group03024,hypothetical protein,1,1.0
group03025,None Provided,1,1.0
group03026,hypothetical protein,1,1.0
group03027,None Provided,1,1.0
group03028,hypothetical protein,1,1.0
group03029,hypothetical protein,1,1.0
group03030,None Provided,1,1.0
group03031,None Provided,1,1.0
group03032,None Provided,1,1.0
group03033,None Provided,1,1.0
group03034,None Provided,1,1.0
group03035,None Provided,1,1.0
group03036,Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit,1,1.0
group03037,Putative membrane protein,1,1.0
group03038,None Provided,1,1.0
group03039,hypothetical protein,1,1.0
group03040,hypothetical protein,1,1.0
group03041,hypothetical protein,1,1.0
group03042,hypothetical protein,1,1.0
group03043,hypothetical protein,1,1.0
group03044,None Provided,1,1.0
group03045,None Provided,1,1.0
group03046,None Provided,1,1.0
group03047,None Provided,1,1.0
group03048,None Provided,1,1.0
group03049,None Provided,1,1.0
group03050,Iron-sulfur cluster assembly protein SufD,1,1.0
group03051,Sulfate permease,1,1.0
group03052,None Provided,1,1.0
group03053,None Provided,1,1.0
group03054,None Provided,1,1.0
group03055,None Provided,1,1.0
group03056,hypothetical protein,1,1.0
group03057,None Provided,1,1.0
group03058,None Provided,1,1.0
group03059,None Provided,1,1.0
group03060,None Provided,1,1.0
group03061,None Provided,1,1.0
group03062,None Provided,1,1.0
group03063,hypothetical protein,1,1.0
group03064,hypothetical protein,1,1.0
group03065,Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1),1,1.0
group03066,None Provided,1,1.0
group03067,hypothetical protein,1,1.0
group03068,Translation initiation factor 3,1,1.0
group03069,None Provided,1,1.0
group03070,High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1),1,1.0
group03071,Threonyl-tRNA synthetase (EC 6.1.1.3),1,1.0
group03072,hypothetical protein,1,1.0
group03073,None Provided,1,1.0
group03074,None Provided,1,1.0
group03075,hypothetical protein,1,1.0
group03076,None Provided,1,1.0
group03077,None Provided,1,1.0
group03078,None Provided,1,1.0
group03079,None Provided,1,1.0
group03080,None Provided,1,1.0
group03081,hypothetical protein,1,1.0
group03082,None Provided,1,1.0
group03083,None Provided,1,1.0
group03084,Iron-sulfur cluster assembly ATPase protein SufC,1,1.0
group03085,Alanyl-tRNA synthetase (EC 6.1.1.7),1,1.0
group03086,None Provided,1,1.0
group03087,None Provided,1,1.0
group03088,hypothetical protein,1,1.0
group03089,hypothetical protein,1,1.0
group03090,hypothetical protein,1,1.0
group03091,None Provided,1,1.0
group03092,"Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)",1,1.0
group03093,TsaC protein (YrdC-Sua5 domains) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA,1,1.0
group03094,None Provided,1,1.0
group03095,None Provided,1,1.0
group03096,None Provided,1,1.0
group03097,None Provided,1,1.0
group03098,"Inner membrane protein translocase component YidC, long form",1,1.0
group03099,None Provided,1,1.0
group03100,hypothetical protein,1,1.0
group03101,None Provided,1,1.0
group03102,None Provided,1,1.0
group03103,None Provided,1,1.0
group03104,None Provided,1,1.0
group03105,None Provided,1,1.0
group03106,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",1,1.0
group03107,hypothetical protein,1,1.0
